groupId,severity,issueCode,variantClassification,variantConfidence,variantSignals,variantAttributes,intentKey,signals,pageCount,pageTypes,primaryUrl,primaryInboundInternalLinks,competingUrls,sampleTitles,sharedTitle,sharedMetaDescription,sharedContentHash,recommendation
CAN-0048,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant|variant_family,code:j84|code:j85|code:j86|color:beige|color:black|color:grey|variant_family,ankle bottom cuffed deisgn jogger pant printed track,duplicate_meta_description,6,product,https://triprindia.com/products/men-beige-track-pant-bottom-with-cuffed-j84,2,https://triprindia.com/products/men-dual-color-cotton-blend-track-pant-j85-grey-black|https://triprindia.com/products/men-anime-print-track-pant-j86-black|https://triprindia.com/products/men-dual-color-cotton-blend-track-pant-j85-black-grey|https://triprindia.com/products/men-grey-track-pant-bottom-with-cuffed-j84|https://triprindia.com/products/men-black-track-pant-bottom-with-cuffed-j84,Men's Ankle Deisgn Printed Beige Jogger Track Pant – TRIPR|Men Colorblocked Casual Jogger Trackpant Grey – TRIPR|Men Anime Printed Casual Trackpant Black – TRIPR|Men Colorblocked Casual Jogger Trackpant Black – TRIPR|Men's Ankle Deisgn Printed Grey Jogger Track Pant – TRIPR,,"product description: stylish men’s track pants available in printed, solid, and color-blocked patterns designed with cuffed bottom hems for a modern and sporty finish made from soft, breathable fabric that ensures all-day comfort features an elastic waistba...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0049,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|combo_variant|pack_variant|variant_family,color:black|color:multicolor|combo|pack_of_1|pack_of_2|variant_family,bricked combo printed trunk,duplicate_title,6,product,https://triprindia.com/products/pack-of-1-mens-printed-trunks-14-color-variants,2,https://triprindia.com/products/combo-trunks-bricked|https://triprindia.com/products/pack-of-2-men-multicolor-printed-trunk|https://triprindia.com/products/pack-of-2-men-printed-multicolor-trunks|https://triprindia.com/products/men-printed-multicolor-trunk|https://triprindia.com/products/men-printed-trunk-black,Trunk For Men Online | Men TRIPR Trunk Online,trunk for men online | men tripr trunk online,,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0050,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant,code:cargo36|code:cargo37|color:black|color:brown|color:multi,cargo jogger over pockets print,duplicate_meta_description,6,product,https://triprindia.com/products/men-black-printed-corgo-jogger,2,https://triprindia.com/products/mens-all-over-print-4-pockets-black-cargo-jogger|https://triprindia.com/products/mens-all-over-print-multi-pockets-black-cargo-39-jogger|https://triprindia.com/products/mens-all-over-print-multi-pockets-black-brown-cargo-40-jogger|https://triprindia.com/products/mens-all-over-print-4-pockets-cargo-jogger-black-cargo37|https://triprindia.com/products/mens-all-over-print-4-pockets-cargo-jogger-black-cargo36,Mens All Over Print Multi Pockets Black Cargo Jogger – TRIPR|Mens All Over Print Multi Pockets Black & Brown Cargo Jogger – TRIPR|Mens All Over Print 4 Pockets Cargo Jogger Black – TRIPR|Men All Over Printed Multi Pockets Black Cargo Jogger – TRIPR,,product description: trendy ankle-fit with cuffed bottoms – modern fit with ribbed cuffs for a sharp and stylish finish. all-over printed design – bold black base with striking prints for a standout streetwear vibe. available in cargo ; jogger styles – choo...,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0051,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant|variant_family,code:sh91|code:sh92|code:sh94|code:sh95|code:sh96|color:beige|color:black|color:multicolor|color:olivegreen|color:white|variant_family,casual full pattern pattren shirt sleeve smart stripes textured vertical,duplicate_meta_description,6,product,https://triprindia.com/products/mens-textured-pattren-full-sleeve-plain-black-shirt-sh92,5,https://triprindia.com/products/mens-textured-pattren-full-sleeve-white-shirt-sh94|https://triprindia.com/products/mens-textured-pattren-striped-casual-shirt-multicolor-sh95|https://triprindia.com/products/mens-color-block-zipper-shirt-white-beige-sh96|https://triprindia.com/products/mens-color-block-zipper-shirt-white-olivegreen-sh96|https://triprindia.com/products/mens-textured-pattren-full-sleeve-white-beige-shirt-sh91,Men Smart Casual Full Sleeve Textured Pattern Vertical Stripes White S – TRIPR|Men Smart Casual Textured Pattren Multicolor Striped Shirt – TRIPR|Men Smart Casual Colorblock Full Sleeve Zipper Shirt White & Beige – TRIPR|Men Smart Casual Full Sleeve Zipper Shirt White & Olivegreen – TRIPR|Men Smart Casual Half Sleeve Textured Pattern White Beige Colorblock S – TRIPR,,product description: plain textured design: elegant solid color pattern with subtle texture for a rich look full sleeve style: ideal for both casual and semi-formal wear color variety: available in multiple vibrant and classic multicolor options comfortable...,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0052,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|combo_variant|pack_variant,color:black|color:charcoal|color:grey|color:maroon|color:multicolor|color:navy|color:navyblue|color:yellow|combo|pack_of_10|pack_of_2|pack_of_5|pack_of_6|pack_of_9,charcoal printed tank top tops,duplicate_meta_description,6,product,https://triprindia.com/products/men-tank-tops-pack-of-5,0,https://triprindia.com/products/men-tank-tops-pack-of-6|https://triprindia.com/products/men-tank-tops-pack-of-2|https://triprindia.com/products/tank-tops-combo-pack-of-2-navyblue|https://triprindia.com/products/men-tank-tops-pack-of-9|https://triprindia.com/products/men-tank-tops-pack-of-10,Men Printed Tank Top (Pack of 2) / Charcoal Black & Grey – TRIPR|(Pack of 2) Men Believer Printed Vest / Grey & Navyblue – TRIPR|(Pack of 2) Men Printed Vest / Multicolor – TRIPR|Men Colorblock Tank Tops Pack of 2 Navy Maroon & Navy Yellow – TRIPR|Men Tank Tops (Pack of 2) – TRIPR,,sun is shining bright and temperature is rising everyday and summers are officially here. buy this pack of 2 printed tank tops for men from tripr india. you can buy best tank tops for men at our website at lowest prices. our tank tops are made of best quali...,,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0053,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|variant_family,color:beige|color:black|color:dark|color:green|color:grey|color:olive|variant_family,colors full neck printed round sleeve tshirt zag zig,duplicate_meta_description,6,product,https://triprindia.com/products/round-neck-full-sleeve-zig-zag-printed-tshirts-with-6-colors,1,https://triprindia.com/products/men-hooded-full-sleeve-zig-zag-printed-t-shirt-beige|https://triprindia.com/products/men-hooded-full-sleeve-zig-zag-printed-t-shirt-black|https://triprindia.com/products/men-hooded-full-sleeve-zig-zag-printed-t-shirt-grey|https://triprindia.com/products/men-hooded-full-sleeve-zig-zag-printed-t-shirt-dark-grey|https://triprindia.com/products/men-hooded-full-sleeve-zig-zag-printed-t-shirt-olive-green,Round Neck Full Sleeve Zig Zag Printed Tshirts with 6 Colors – TRIPR|Round Neck Full Sleeve Zig Zag Printed Beige T-shirt – TRIPR|Round Neck Full Sleeve Zig Zag Printed Black T-shirt – TRIPR|Round Neck Full Sleeve Zig Zag Printed Grey T-shirt – TRIPR|Round Neck Full Sleeve Zig Zag Printed Dark Grey T-shirt – TRIPR,,"product description: stylish full sleeve round neck t-shirt designed for a trendy and comfortable fit. features a unique zig-zag printed design, adding a bold and modern touch. available in a variety of attractive colors to match your style. made from soft ...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0054,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|combo_variant|model_code_variant|pack_variant|variant_family,code:d144|color:black|color:brown|color:dark|color:green|color:grey|color:maroon|color:olive|color:olivegreen|combo|pack_of_2|variant_family,combo full high logo neck printed sleeve tshirt varia variants,duplicate_meta_description,6,product,https://triprindia.com/products/pack-of-2-mens-henely-high-neck-full-sleeve-t-shirts-6-variants-combo,3,https://triprindia.com/products/pack-of-2-high-neck-printed-full-sleeve-tshirts-d144|https://triprindia.com/products/men-full-sleeve-high-neck-pack-of-2-t-shirts-brown-maroon|https://triprindia.com/products/men-full-sleeve-high-neck-pack-of-2-t-shirts-black-dark-grey|https://triprindia.com/products/men-full-sleeve-high-neck-t-shirt-pack-of-2-maroon-black|https://triprindia.com/products/men-full-sleeve-high-neck-t-shirt-pack-of-2-dark-grey-olive-green,Pack Of 2 High Neck Logo Printed Full Sleeve Combo T-shirts - 13 Varia – TRIPR|Mens High Neck Full Sleeve Brown & Maroon T-shirts (Pack Of 2) – TRIPR|Mens High Neck Full Sleeve Black & Dark Grey T-shirts (Pack Of 2) – TRIPR|(Pack Of 2) Full Sleeve Mens High & Henley Neck T-shirts with 6 Varian – TRIPR|Mens High Neck Full Sleeve Maroon & Black T-shirts (Pack Of 2) – TRIPR,,"product description: stylish design: crafted with a high neck and eye-catching prints, perfect for adding a trendy touch to your wardrobe. premium quality fabric: made with soft, breathable, and durable fabric for ultimate comfort throughout the day. pack o...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0055,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant,code:d194|code:j68|color:beige|color:black|color:blue|color:dark|color:green|color:grey|color:maroon|color:navy|color:navyblue|color:olive|color:olivegreen,darkgrey full pant printed sleeve star suit track tracksuit tshirt,duplicate_meta_description,6,product,https://triprindia.com/products/track-suit-black-wite-full-sleeve-d194-t-shirt-j68-black-track-pant,0,https://triprindia.com/products/track-suit-star-printed-dark-grey-full-sleeve-t-shirt-with-star-printed-track-pant-dark-grey|https://triprindia.com/products/track-suit-star-printed-navy-blue-full-sleeve-t-shirt-with-star-printed-track-pant-navy-blue|https://triprindia.com/products/track-suit-star-printed-maroon-full-sleeve-t-shirt-with-star-printed-track-pant-maroon|https://triprindia.com/products/track-suit-star-printed-beige-full-sleeve-t-shirt-with-star-printed-track-pant-beige|https://triprindia.com/products/track-suit-star-printed-olive-green-full-sleeve-t-shirt-with-star-printed-track-pant-olive-green,Tracksuit Full Sleeve Star Printed Darkgrey T-shirt / Darkgrey Printed – TRIPR|Tracksuit Full Sleeve Star Printed Navyblue T-shirt with Navyblue Prin – TRIPR|Tracksuit Full Sleeve Star Printed Maroon T-shirt / Maroon Printed Tra – TRIPR|Tracksuit Full Sleeve Star Printed Beige T-shirt with Beige Printed Tr – TRIPR|Tracksuit Full Sleeve Star Printed Olivegreen T-shirt with Olivegreen – TRIPR,,"product description: stylish star print design: full-sleeve round-neck black t-shirt with matching star-printed cuffed trackpants for a trendy look. cotton fabric: made from good-quality cotton for a soft, breathable, and skin-friendly feel. comfortable cuf...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0056,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,medium,color_variant,color:beige|color:black|color:green|color:grey|color:maroon|color:olive|color:white,full jogger pant sleeve tracksuit tshirt,duplicate_meta_description,6,product,https://triprindia.com/products/mens-tracksuit-olive-green-t-shirt-black-track-pant,0,https://triprindia.com/products/mens-tracksuit-21|https://triprindia.com/products/mens-tracksuit-24|https://triprindia.com/products/mens-tracksuit-17|https://triprindia.com/products/men-tracksuit-018|https://triprindia.com/products/mens-tracksuit-8,Men Full Sleeve T-shirt with Jogger Pant (Beige & Black Tracksuit) – TRIPR|mens tracksuit FULL SLEEVE - WHITE BLACK – TRIPR|mens tracksuit FULL SLEEVE - BLACK GREY – TRIPR|mens tracksuit OLIVE GREEN-BLACK – TRIPR|mens tracksuit FULL SLEEVE -OLIVE GREEN Henley Neck T-shirt & BLACK Jo – TRIPR,,""" product description introducing the ultimate pair of matching tracksuits from tripr india! elevate your style with our fashionable tracksuit combo for men. enjoy the perfect blend of comfort and trendiness with our t-shirt and trackpant set, designed for ...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
CAN-0057,medium,content_cannibalization_variant_serp_risk,variant_serp_risk,high,color_variant|model_code_variant,code:d194|color:beige|color:black|color:blue|color:dark|color:green|color:grey|color:maroon|color:navy|color:olive,full neck printed round sleeve star tshirt,duplicate_meta_description|shared_keyword_intent,6,product,https://triprindia.com/products/men-full-sleeve-star-printed-round-neck-t-shirts-black-d194,1,https://triprindia.com/products/men-full-sleeve-star-printed-round-neck-t-shirts-dark-grey-d194|https://triprindia.com/products/men-full-sleeve-star-printed-round-neck-t-shirts-maroon-d194|https://triprindia.com/products/men-full-sleeve-star-printed-round-neck-t-shirts-beige-d194|https://triprindia.com/products/men-full-sleeve-star-printed-round-neck-t-shirts-olive-green-d194|https://triprindia.com/products/men-full-sleeve-star-printed-round-neck-t-shirts-navy-blue-d194,Men Full Sleeve Star Printed Round Neck T-Shirt / Dark Grey – TRIPR|Men Full Sleeve Star Printed Round Neck T-Shirt Maroon – TRIPR|Men Full Sleeve Star Printed Beige Round Neck T-Shirt – TRIPR|Men Full Sleeve Star Printed Olive Green Round Neck T-Shirt – TRIPR|Men Full Sleeve Star Printed Navy Blue Round Neck T-Shirt – TRIPR,,"product description: stylish full sleeve round neck t-shirt for a trendy and versatile look. features a unique printed design, adding a modern and fashionable touch. available in a variety of attractive colors to match your style. made from soft and breatha...",,"Keep the variant pages only if they serve distinct demand; otherwise consolidate, canonicalize, or rewrite variant titles, meta descriptions, and body copy with clear color, pack, design, or use-case differences."
